Time, Frames per second [F/S], RAM usage [B], CPU usage [%], GPU temperature [C], GPU utilization [%], VRAM used [B]
167, 57, 101572608, 0, 53, 2, 1025388544
168, 66, 101572608, 0, 53, 2, 1025388544
169, 59, 101572608, 0, 53, 2, 1025388544
170, 58, 101572608, 0, 53, 2, 1025388544
171, 62, 101572608, 0, 53, 2, 1025388544
172, 59, 101572608, 0, 53, 2, 1025388544
173, 60, 101572608, 0, 53, 2, 1025388544
174, 59, 101572608, 0, 53, 2, 1025388544
175, 60, 101572608, 0, 53, 2, 1025388544
176, 59, 101572608, 0, 53, 2, 1025388544
177, 57, 101572608, 0, 53, 2, 1025388544
178, 62, 101572608, 0, 53, 2, 1025388544
179, 58, 101572608, 7.65837, 53, 2, 1025388544
180, 55, 101572608, 8.13939, 53, 2, 1023401984
181, 65, 101572608, 0, 53, 2, 1023401984
182, 54, 101572608, 0, 53, 2, 1023401984
183, 68, 101572608, 0, 53, 2, 1023401984
184, 54, 101572608, 0, 53, 2, 1023401984
185, 61, 101572608, 0, 53, 2, 1023401984
186, 60, 101572608, 0, 53, 2, 1023401984
187, 58, 101572608, 0, 53, 2, 1023401984
188, 59, 101572608, 0, 53, 2, 1023401984
189, 60, 101572608, 0, 53, 2, 1023401984
190, 62, 101572608, 0, 53, 2, 1023401984
191, 56, 101572608, 6.85285, 53, 2, 1023401984
192, 53, 101572608, 0, 53, 2, 1023401984
193, 71, 101572608, 7.21476, 52, 2, 1023401984
194, 55, 101572608, 8.13807, 52, 2, 1023401984
195, 63, 101572608, 0, 52, 2, 1023401984
196, 50, 102621184, 0, 52, 2, 1023401984
197, 56, 103669760, 0, 52, 4, 1023401984
198, 60, 103669760, 0, 52, 4, 1023401984
199, 77, 103669760, 0, 52, 4, 1023401984
200, 51, 103669760, 0, 52, 4, 1023401984
201, 60, 103669760, 0, 52, 4, 1023401984
202, 65, 103669760, 0, 52, 4, 1023401984
203, 55, 103669760, 0, 52, 4, 1023401984
204, 62, 103669760, 0, 52, 4, 1023401984
205, 61, 103669760, 0, 52, 4, 1023401984
206, 59, 103669760, 0, 52, 4, 1023401984
207, 60, 103669760, 0, 52, 4, 1023401984
208, 64, 103669760, 0, 52, 4, 1023401984
209, 55, 103669760, 0, 52, 4, 1023401984
210, 53, 103673856, 0, 52, 4, 1023401984
211, 54, 103673856, 0, 52, 4, 1023401984
212, 70, 103673856, 0, 52, 4, 1023401984
213, 65, 103673856, 0, 52, 4, 1023401984
214, 59, 103673856, 0, 52, 4, 1023401984
215, 66, 103673856, 0, 52, 4, 1023401984
216, 63, 103673856, 0, 52, 4, 1023401984
217, 52, 103673856, 0, 52, 4, 1023401984
218, 57, 103673856, 0, 52, 4, 1023401984
219, 59, 103673856, 0, 52, 4, 1023401984
220, 69, 103673856, 0, 52, 4, 1023401984
221, 62, 103673856, 0, 52, 4, 1023401984
222, 54, 103673856, 0, 52, 4, 1023401984
223, 65, 103673856, 0, 52, 4, 1023401984
224, 61, 103673856, 0, 52, 4, 1023401984
225, 59, 103673856, 0, 52, 4, 1023401984
226, 59, 103673856, 0, 52, 4, 1023401984
227, 50, 103673856, 0, 52, 4, 1023401984
228, 71, 103673856, 0, 52, 4, 1023401984
229, 64, 103673856, 0, 52, 4, 1023401984
230, 57, 103673856, 0, 52, 4, 1023401984
231, 53, 103673856, 0, 52, 4, 1023401984
232, 61, 103673856, 0, 52, 4, 1023401984
233, 62, 103673856, 0, 52, 4, 1023401984
234, 59, 103673856, 0, 52, 4, 1023401984
235, 61, 103673856, 0, 52, 4, 1023401984
236, 59, 103673856, 0, 52, 4, 1023401984
237, 59, 103673856, 7.62156, 52, 4, 1023401984
238, 57, 103673856, 8.38917, 52, 4, 1023401984
239, 62, 103673856, 0, 52, 4, 1023401984
240, 58, 103673856, 0, 52, 4, 1023401984
241, 60, 103673856, 0, 52, 4, 1023401984
242, 54, 103673856, 0, 52, 4, 1023401984
243, 69, 103673856, 0, 52, 4, 1023401984
244, 53, 103673856, 0, 52, 4, 1023401984
245, 69, 103673856, 0, 52, 4, 1023401984
246, 58, 103673856, 0, 52, 4, 1023401984
247, 60, 103673856, 0, 52, 4, 1023401984
248, 60, 103673856, 0, 52, 4, 1023401984
249, 52, 103673856, 0, 52, 4, 1023401984
250, 67, 103673856, 0, 52, 4, 1023401984
251, 61, 103673856, 0, 52, 4, 1023401984
252, 60, 103673856, 0, 52, 4, 1023401984
253, 59, 103673856, 0, 52, 4, 1023401984
254, 60, 103673856, 0, 52, 4, 1023401984
255, 57, 103673856, 0, 52, 4, 1023401984
256, 56, 103673856, 0, 52, 4, 1023401984
257, 53, 103682048, 0, 52, 4, 1023401984
258, 73, 103682048, 0, 52, 17, 1023401984
259, 59, 103682048, 0, 52, 17, 1023401984
260, 54, 103682048, 0, 52, 17, 1023401984
261, 69, 103682048, 0, 52, 17, 1023401984
262, 58, 103682048, 0, 52, 17, 1023401984
263, 55, 103682048, 0, 52, 17, 1023401984
264, 57, 103682048, 0, 52, 17, 1023401984
265, 66, 103682048, 0, 52, 17, 1023401984
266, 58, 103682048, 0, 52, 17, 1023401984
267, 60, 103682048, 7.49992, 52, 17, 1023401984
268, 60, 103682048, 8.07383, 52, 17, 1023401984
269, 59, 103682048, 0, 52, 17, 1023401984
270, 60, 103682048, 0, 52, 17, 1023401984
271, 61, 103682048, 0, 52, 17, 1023401984
272, 54, 103682048, 0, 52, 17, 1023401984
273, 69, 103682048, 0, 52, 17, 1023401984
274, 61, 103682048, 0, 52, 17, 1023401984
275, 57, 103682048, 0, 52, 17, 1023401984
276, 63, 103682048, 0, 52, 17, 1023401984
277, 52, 103682048, 0, 52, 17, 1023401984
278, 70, 103682048, 0, 52, 17, 1023401984
279, 59, 103682048, 0, 52, 17, 1023401984
280, 54, 103682048, 7.21508, 52, 17, 1023401984
281, 55, 103682048, 0, 52, 17, 1023401984
282, 74, 103682048, 0, 52, 17, 1023401984
283, 60, 103682048, 7.65927, 52, 17, 1023401984
284, 58, 103682048, 7.65859, 52, 17, 1023401984
285, 59, 103682048, 0, 52, 17, 1023401984
286, 60, 103682048, 0, 52, 17, 1023401984
287, 55, 103682048, 0, 52, 17, 1023401984
288, 69, 103682048, 0, 52, 17, 1023401984
289, 53, 103682048, 0, 52, 17, 1023401984
290, 64, 103682048, 0, 52, 17, 1023401984
291, 62, 103682048, 0, 52, 17, 1023401984
292, 56, 103682048, 0, 52, 17, 1023533056
293, 56, 103682048, 0, 52, 17, 1023533056
294, 69, 103682048, 0, 52, 17, 1023533056
295, 58, 103682048, 0, 52, 17, 1023533056
296, 60, 103682048, 0, 52, 17, 1023533056
297, 60, 103682048, 0, 52, 17, 1023533056
298, 59, 103682048, 0, 52, 17, 1023533056
299, 61, 103682048, 0, 52, 17, 1023533056
300, 59, 103682048, 0, 52, 17, 1023533056
301, 60, 103682048, 0, 52, 17, 1023533056
302, 53, 103682048, 0, 52, 17, 1023533056
303, 68, 103682048, 0, 52, 17, 1023533056
304, 49, 103682048, 0, 52, 17, 1019338752
305, 64, 103682048, 0, 52, 17, 1019338752
306, 68, 103682048, 0, 52, 17, 1019338752
307, 60, 103682048, 0, 52, 17, 1019338752
308, 58, 103682048, 0, 52, 17, 1019338752
309, 60, 103682048, 0, 52, 17, 1019338752
310, 59, 103682048, 0, 52, 17, 1019338752
311, 60, 103682048, 0, 52, 17, 1019338752
312, 60, 103682048, 0, 52, 17, 1019338752
313, 59, 103682048, 0, 52, 17, 1019338752
314, 59, 103682048, 0, 52, 17, 1019338752
315, 61, 103682048, 0, 52, 17, 1019338752
316, 60, 103682048, 0, 52, 17, 1019338752
317, 53, 103682048, 0, 52, 17, 1019338752
318, 66, 103682048, 0, 52, 19, 1019338752
319, 58, 103682048, 0, 52, 19, 1019338752
320, 61, 103682048, 0, 52, 19, 1019338752
321, 60, 103682048, 0, 52, 19, 1019338752
322, 59, 103682048, 0, 52, 19, 1019338752
323, 57, 103682048, 0, 52, 19, 1019338752
324, 61, 103682048, 0, 52, 19, 1019338752
325, 60, 103682048, 0, 52, 19, 1019338752
326, 59, 103682048, 0, 52, 19, 1019338752
327, 59, 103682048, 0, 52, 19, 1019338752
328, 61, 103682048, 0, 52, 19, 1019338752
329, 53, 103682048, 0, 52, 19, 1019338752
330, 60, 103682048, 0, 52, 19, 1019338752
