Time, Frames per second [F/S], RAM usage [B], CPU usage [%], GPU temperature [C], GPU utilization [%], VRAM used [B]
125, 59, 152522752, 0, 53, 22, 1188024320
126, 59, 152522752, 7.45607, 53, 22, 1188024320
127, 59, 152522752, 0, 53, 22, 1188024320
128, 65, 152522752, 0, 53, 22, 1188024320
129, 58, 152522752, 0, 53, 22, 1188024320
130, 61, 152522752, 0, 53, 22, 1188024320
131, 61, 152522752, 0, 53, 22, 1188024320
132, 57, 152522752, 0, 53, 22, 1188024320
133, 62, 152522752, 0, 53, 22, 1188024320
134, 57, 152522752, 0, 53, 22, 1186054144
135, 59, 152522752, 0, 53, 22, 1186054144
136, 61, 152522752, 0, 53, 22, 1186054144
137, 60, 152522752, 0, 53, 22, 1186054144
138, 60, 152522752, 0, 53, 22, 1186054144
139, 55, 152522752, 0, 53, 22, 1186054144
140, 66, 152522752, 0, 53, 22, 1186054144
141, 60, 152522752, 7.68055, 53, 22, 1186054144
142, 54, 152522752, 0, 53, 22, 1186054144
143, 63, 152522752, 0, 53, 22, 1186054144
144, 56, 152522752, 0, 53, 22, 1186054144
145, 62, 152522752, 0, 53, 22, 1186054144
146, 59, 152522752, 0, 53, 22, 1186054144
147, 63, 152522752, 0, 53, 22, 1186054144
148, 56, 152522752, 0, 53, 22, 1186054144
149, 62, 152522752, 0, 53, 22, 1186054144
150, 60, 152522752, 0, 53, 22, 1186054144
151, 60, 152522752, 0, 53, 22, 1186054144
152, 59, 152522752, 0, 53, 22, 1186054144
153, 61, 152522752, 0, 53, 22, 1185529856
154, 54, 152522752, 7.66775, 53, 22, 1185529856
155, 64, 152522752, 7.23376, 53, 22, 1185529856
156, 56, 152526848, 0, 53, 22, 1185529856
157, 59, 152526848, 0, 53, 22, 1185529856
158, 58, 152526848, 0, 53, 22, 1185529856
159, 61, 152526848, 0, 53, 22, 1185529856
160, 57, 152526848, 0, 53, 22, 1185529856
161, 59, 152526848, 0, 53, 22, 1185529856
162, 63, 152526848, 0, 53, 22, 1185529856
163, 60, 152526848, 0, 53, 22, 1185529856
164, 56, 152526848, 0, 53, 22, 1185529856
165, 59, 152526848, 0, 53, 22, 1185529856
166, 60, 152526848, 0, 53, 22, 1185529856
167, 61, 152526848, 0, 53, 22, 1185529856
168, 62, 152526848, 6.8491, 53, 22, 1185529856
169, 52, 152526848, 8.65592, 53, 22, 1185529856
170, 69, 152526848, 0, 53, 22, 1185529856
171, 60, 152526848, 0, 53, 22, 1185529856
172, 59, 152526848, 0, 53, 22, 1185529856
173, 60, 152526848, 0, 53, 22, 1185529856
174, 57, 152526848, 0, 53, 25, 1185529856
175, 63, 152526848, 0, 53, 25, 1185529856
176, 59, 152526848, 0, 53, 25, 1185529856
177, 60, 152526848, 0, 53, 25, 1185529856
178, 59, 152526848, 0, 53, 25, 1185529856
179, 60, 152526848, 0, 53, 25, 1185529856
180, 59, 152526848, 0, 53, 25, 1185529856
181, 59, 152526848, 0, 53, 25, 1185529856
182, 60, 152526848, 0, 53, 25, 1185529856
183, 59, 152526848, 0, 53, 25, 1185529856
184, 57, 152526848, 8.13675, 53, 25, 1185529856
185, 63, 152526848, 0, 53, 25, 1185529856
