Time, Frames per second [F/S], RAM usage [B], CPU usage [%], GPU temperature [C], GPU utilization [%], VRAM used [B]
195, 76, 153227264, 0, 54, 22, 1174192128
196, 62, 153227264, 0, 54, 22, 1174192128
197, 59, 153231360, 0, 54, 22, 1174192128
198, 59, 153231360, 0, 54, 22, 1174192128
199, 58, 153231360, 0, 54, 22, 1174192128
200, 61, 153231360, 0, 54, 22, 1174192128
201, 59, 153231360, 0, 54, 22, 1174192128
202, 59, 153231360, 0, 54, 22, 1174192128
203, 61, 153231360, 0, 54, 22, 1174192128
204, 60, 153231360, 0, 54, 22, 1174192128
205, 59, 153231360, 0, 54, 22, 1174192128
206, 55, 153231360, 0, 54, 22, 1174192128
207, 64, 153231360, 0, 54, 22, 1174192128
208, 61, 153231360, 0, 54, 22, 1174192128
209, 58, 153231360, 0, 54, 22, 1174192128
210, 57, 153231360, 0, 54, 22, 1174192128
211, 62, 153231360, 0, 54, 22, 1174192128
212, 59, 153231360, 0, 54, 22, 1174192128
213, 60, 153231360, 0, 54, 22, 1174192128
214, 61, 153231360, 0, 54, 22, 1174192128
215, 59, 153231360, 0, 54, 22, 1174192128
216, 53, 153231360, 0, 54, 22, 1174192128
217, 60, 153231360, 0, 54, 22, 1174192128
218, 56, 153231360, 7.80335, 54, 22, 1174192128
219, 62, 153231360, 0, 54, 22, 1174192128
220, 55, 153231360, 0, 53, 22, 1174192128
221, 58, 153231360, 0, 53, 22, 1174192128
222, 64, 153231360, 0, 53, 22, 1174192128
223, 63, 153231360, 0, 53, 22, 1174192128
224, 60, 153231360, 0, 53, 22, 1174192128
225, 58, 153231360, 0, 53, 22, 1174192128
226, 61, 153231360, 0, 53, 22, 1174192128
227, 60, 153231360, 0, 53, 22, 1174192128
228, 60, 153231360, 0, 53, 22, 1174192128
229, 59, 153231360, 0, 53, 22, 1174192128
230, 59, 153231360, 0, 53, 22, 1174192128
231, 59, 153231360, 0, 53, 22, 1174192128
232, 60, 153231360, 0, 53, 22, 1174192128
